opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00003100,3100,ACC000602,Commande 3100,Analyse,78379.85,72.6,2024-04-08,2023-10-01,Email,Client Existant - Extension,
OPP00003101,3101,ACC000441,Commande 3101,Closed Won,80982.03,100.0,2022-07-20,2022-05-23,Reseaux Sociaux,Nouveau Client,54
OPP00003102,3102,ACC000303,Commande 3102,Analyse,8980.54,24.9,2024-10-13,2024-04-14,Salon du Livre,Client Existant - Reduction,
OPP00003103,3103,ACC000524,Commande 3103,Negociation,97707.32,75.8,2025-04-09,2024-07-11,Reseaux Sociaux,Nouveau Client,51
OPP00003104,3104,ACC000807,Commande 3104,Closed Won,53714.3,100.0,2022-06-12,2021-10-16,Recommandation,Client Existant - Extension,100
OPP00003105,3105,ACC000966,Commande 3105,Closed Won,64531.58,100.0,2024-11-03,2024-03-04,Email,Client Existant - Extension,16
OPP00003106,3106,ACC000092,Commande 3106,Analyse,31417.79,54.2,2022-05-20,2021-06-25,Partenaire,Nouveau Client,
OPP00003107,3107,ACC000891,Commande 3107,Qualification,58183.81,38.7,2024-01-26,2023-09-03,Salon du Livre,Client Existant - Extension,87
OPP00003108,3108,ACC000271,Commande 3108,Proposition,23145.57,15.3,2022-06-13,2022-03-10,Salon du Livre,Nouveau Client,50
OPP00003109,3109,ACC000921,Commande 3109,Closed Won,29640.17,100.0,2024-08-15,2024-04-15,Demarchage,Client Existant - Reduction,
OPP00003110,3110,ACC000990,Commande 3110,Closed Won,88719.97,100.0,2022-04-28,2022-02-02,Salon du Livre,Client Existant - Renouvellement,1
OPP00003111,3111,ACC000348,Commande 3111,Proposition,65512.02,33.6,2024-01-23,2023-10-13,Partenaire,Client Existant - Renouvellement,57
OPP00003112,3112,ACC000413,Commande 3112,Analyse,70513.35,51.2,2022-09-11,2022-02-14,Reseaux Sociaux,Client Existant - Reduction,92
OPP00003113,3113,ACC000891,Commande 3113,Qualification,37483.44,25.1,2023-01-12,2022-02-05,Partenaire,Client Existant - Extension,18
OPP00003114,3114,ACC000909,Commande 3114,Negociation,20483.6,12.6,2024-04-29,2023-05-17,Site Web,Client Existant - Renouvellement,69
OPP00003115,3115,ACC000266,Commande 3115,Qualification,9943.16,53.9,2023-05-27,2023-01-15,Recommandation,Client Existant - Renouvellement,
OPP00003116,3116,ACC000086,Commande 3116,Closed Won,45651.02,100.0,2022-11-14,2022-03-05,Reseaux Sociaux,Client Existant - Extension,78
OPP00003117,3117,ACC000174,Commande 3117,Proposition,40158.53,53.5,2024-04-29,2024-02-05,Demarchage,Client Existant - Renouvellement,
OPP00003118,3118,ACC000046,Commande 3118,Analyse,65557.53,24.8,2022-05-24,2021-11-15,Email,Client Existant - Renouvellement,60
OPP00003119,3119,ACC001000,Commande 3119,Proposition,28090.44,28.9,2023-06-06,2022-08-05,Recommandation,Client Existant - Extension,
OPP00003120,3120,ACC000600,Commande 3120,Closed Won,99382.4,100.0,2024-09-18,2024-07-13,Demarchage,Client Existant - Renouvellement,
OPP00003121,3121,ACC000684,Commande 3121,Proposition,32010.09,25.3,2022-06-24,2021-11-24,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003122,3122,ACC000493,Commande 3122,Qualification,47507.24,61.0,2024-02-18,2023-03-17,Reseaux Sociaux,Client Existant - Reduction,21
OPP00003123,3123,ACC000427,Commande 3123,Negociation,94864.99,38.6,2023-03-13,2022-07-21,Site Web,Client Existant - Extension,97
OPP00003124,3124,ACC000640,Commande 3124,Closed Won,52982.25,100.0,2025-02-11,2024-09-07,Site Web,Client Existant - Reduction,
OPP00003125,3125,ACC000972,Commande 3125,Negociation,54528.16,15.3,2024-10-24,2024-09-10,Demarchage,Client Existant - Reduction,32
OPP00003126,3126,ACC000591,Commande 3126,Closed Won,95689.08,100.0,2023-12-02,2023-10-07,Reseaux Sociaux,Client Existant - Reduction,92
OPP00003127,3127,ACC000418,Commande 3127,Proposition,34900.37,27.6,2022-08-20,2021-09-27,Salon du Livre,Client Existant - Extension,15
OPP00003128,3128,ACC000698,Commande 3128,Qualification,71043.95,56.8,2024-07-30,2023-11-07,Email,Nouveau Client,91
OPP00003129,3129,ACC000511,Commande 3129,Closed Won,25430.5,100.0,2022-08-27,2022-04-26,Recommandation,Client Existant - Reduction,
OPP00003130,3130,ACC000465,Commande 3130,Closed Won,15808.79,100.0,2023-08-31,2023-07-13,Site Web,Client Existant - Reduction,83
OPP00003131,3131,ACC000466,Commande 3131,Closed Won,8826.66,100.0,2024-09-19,2024-07-30,Site Web,Client Existant - Renouvellement,21
OPP00003132,3132,ACC000473,Commande 3132,Closed Won,39435.62,100.0,2024-12-18,2024-03-01,Site Web,Client Existant - Extension,5
OPP00003133,3133,ACC000386,Commande 3133,Negociation,21598.1,54.7,2021-12-06,2021-08-07,Site Web,Client Existant - Extension,67
OPP00003134,3134,ACC000842,Commande 3134,Negociation,20244.38,27.9,2024-01-15,2023-07-22,Recommandation,Client Existant - Extension,6
OPP00003135,3135,ACC000004,Commande 3135,Negociation,50621.97,72.9,2022-02-07,2021-08-19,Reseaux Sociaux,Client Existant - Extension,
OPP00003136,3136,ACC000686,Commande 3136,Analyse,93546.51,75.3,2023-10-02,2022-10-10,Email,Client Existant - Renouvellement,
OPP00003137,3137,ACC000257,Commande 3137,Closed Won,25605.3,100.0,2024-04-27,2023-12-22,Site Web,Client Existant - Renouvellement,71
OPP00003138,3138,ACC000474,Commande 3138,Negociation,13935.01,62.1,2024-06-29,2024-04-19,Site Web,Client Existant - Extension,
OPP00003139,3139,ACC000348,Commande 3139,Closed Won,69673.47,100.0,2023-06-24,2022-10-28,Email,Nouveau Client,
OPP00003140,3140,ACC000812,Commande 3140,Closed Won,56057.57,100.0,2023-03-17,2022-07-15,Recommandation,Client Existant - Reduction,21
OPP00003141,3141,ACC000086,Commande 3141,Closed Won,90023.23,100.0,2022-05-15,2021-06-16,Reseaux Sociaux,Client Existant - Renouvellement,78
OPP00003142,3142,ACC000664,Commande 3142,Qualification,60884.62,68.3,2022-08-22,2021-10-30,Salon du Livre,Nouveau Client,25
OPP00003143,3143,ACC000701,Commande 3143,Qualification,16255.96,22.2,2024-04-10,2023-04-15,Demarchage,Nouveau Client,42
OPP00003144,3144,ACC000009,Commande 3144,Closed Won,11780.8,100.0,2023-07-16,2023-02-22,Site Web,Client Existant - Extension,
OPP00003145,3145,ACC000011,Commande 3145,Qualification,90839.66,42.9,2022-03-29,2021-11-11,Recommandation,Client Existant - Renouvellement,83
OPP00003146,3146,ACC000819,Commande 3146,Negociation,73749.35,52.0,2022-07-16,2022-04-01,Site Web,Client Existant - Renouvellement,36
OPP00003147,3147,ACC000374,Commande 3147,Closed Won,34260.35,100.0,2022-12-22,2022-11-16,Reseaux Sociaux,Client Existant - Renouvellement,16
OPP00003148,3148,ACC000905,Commande 3148,Analyse,59894.43,12.1,2022-12-29,2022-02-10,Partenaire,Client Existant - Extension,
OPP00003149,3149,ACC000544,Commande 3149,Closed Won,72154.36,100.0,2022-10-16,2022-06-25,Salon du Livre,Nouveau Client,61
OPP00003150,3150,ACC000708,Commande 3150,Analyse,74704.1,75.9,2024-12-25,2024-04-05,Site Web,Nouveau Client,12
OPP00003151,3151,ACC000041,Commande 3151,Proposition,46845.53,78.8,2023-08-12,2022-11-07,Demarchage,Client Existant - Renouvellement,
OPP00003152,3152,ACC000256,Commande 3152,Analyse,24802.79,42.7,2024-02-21,2024-01-18,Partenaire,Client Existant - Reduction,97
OPP00003153,3153,ACC000506,Commande 3153,Negociation,23728.56,67.5,2024-10-15,2024-08-20,Demarchage,Nouveau Client,17
OPP00003154,3154,ACC000202,Commande 3154,Closed Won,60127.92,100.0,2023-04-03,2022-12-06,Reseaux Sociaux,Client Existant - Extension,6
OPP00003155,3155,ACC000047,Commande 3155,Qualification,75597.97,65.6,2024-09-04,2024-03-27,Salon du Livre,Client Existant - Reduction,
OPP00003156,3156,ACC000286,Commande 3156,Closed Won,51868.24,100.0,2024-10-09,2024-01-07,Email,Nouveau Client,
OPP00003157,3157,ACC000170,Commande 3157,Closed Won,28346.04,100.0,2025-02-24,2024-08-27,Reseaux Sociaux,Client Existant - Renouvellement,80
OPP00003158,3158,ACC000633,Commande 3158,Closed Won,1437.62,100.0,2024-12-08,2024-02-28,Recommandation,Client Existant - Reduction,61
OPP00003159,3159,ACC000444,Commande 3159,Qualification,24540.73,17.0,2022-08-20,2022-02-24,Salon du Livre,Client Existant - Renouvellement,19
OPP00003160,3160,ACC000050,Commande 3160,Qualification,555.11,11.7,2022-07-23,2022-05-18,Salon du Livre,Nouveau Client,
OPP00003161,3161,ACC000113,Commande 3161,Closed Won,68907.91,100.0,2022-08-23,2022-01-22,Email,Nouveau Client,96
OPP00003162,3162,ACC000550,Commande 3162,Qualification,57137.07,65.4,2024-05-23,2023-07-29,Partenaire,Client Existant - Extension,24
OPP00003163,3163,ACC000359,Commande 3163,Qualification,4893.48,38.0,2023-11-25,2023-08-13,Email,Client Existant - Reduction,68
OPP00003164,3164,ACC000396,Commande 3164,Negociation,93272.89,30.5,2022-01-30,2021-09-24,Email,Client Existant - Reduction,9
OPP00003165,3165,ACC000052,Commande 3165,Negociation,67092.13,13.6,2021-10-29,2021-08-25,Partenaire,Client Existant - Extension,
OPP00003166,3166,ACC000885,Commande 3166,Closed Won,77692.71,100.0,2022-06-06,2021-10-09,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003167,3167,ACC000657,Commande 3167,Proposition,43864.23,40.0,2024-02-22,2023-08-11,Partenaire,Client Existant - Renouvellement,93
OPP00003168,3168,ACC000427,Commande 3168,Closed Won,35538.21,100.0,2022-10-15,2022-09-03,Partenaire,Client Existant - Reduction,
OPP00003169,3169,ACC000549,Commande 3169,Proposition,28485.88,55.9,2024-08-28,2024-03-08,Email,Client Existant - Reduction,17
OPP00003170,3170,ACC000458,Commande 3170,Closed Won,56510.96,100.0,2023-09-28,2023-04-20,Site Web,Client Existant - Renouvellement,25
OPP00003171,3171,ACC000818,Commande 3171,Proposition,51943.37,21.8,2024-07-23,2024-02-14,Recommandation,Client Existant - Extension,
OPP00003172,3172,ACC000888,Commande 3172,Qualification,63326.57,16.9,2024-07-20,2023-10-18,Reseaux Sociaux,Nouveau Client,79
OPP00003173,3173,ACC000012,Commande 3173,Proposition,15000.08,66.8,2025-01-14,2024-09-11,Salon du Livre,Client Existant - Reduction,33
OPP00003174,3174,ACC000493,Commande 3174,Closed Won,67705.22,100.0,2025-04-23,2024-05-14,Reseaux Sociaux,Client Existant - Extension,58
OPP00003175,3175,ACC000433,Commande 3175,Closed Won,41055.93,100.0,2023-06-09,2022-07-07,Demarchage,Client Existant - Extension,78
OPP00003176,3176,ACC000296,Commande 3176,Proposition,19188.35,22.4,2022-01-18,2021-11-29,Reseaux Sociaux,Nouveau Client,21
OPP00003177,3177,ACC000835,Commande 3177,Negociation,80866.04,52.7,2021-09-30,2021-07-29,Recommandation,Client Existant - Reduction,47
OPP00003178,3178,ACC000952,Commande 3178,Closed Won,11498.86,100.0,2023-01-09,2022-11-05,Recommandation,Client Existant - Reduction,
OPP00003179,3179,ACC000041,Commande 3179,Closed Won,61624.65,100.0,2024-02-01,2023-03-05,Reseaux Sociaux,Nouveau Client,
OPP00003180,3180,ACC000624,Commande 3180,Closed Won,38043.52,100.0,2025-05-15,2024-06-15,Site Web,Client Existant - Renouvellement,78
OPP00003181,3181,ACC000645,Commande 3181,Proposition,52867.66,59.9,2022-12-08,2022-01-11,Demarchage,Client Existant - Extension,
OPP00003182,3182,ACC000510,Commande 3182,Proposition,82744.19,58.2,2021-12-30,2021-10-09,Site Web,Client Existant - Reduction,
OPP00003183,3183,ACC000122,Commande 3183,Analyse,59630.12,72.3,2023-02-07,2022-09-22,Recommandation,Client Existant - Extension,
OPP00003184,3184,ACC000521,Commande 3184,Proposition,62969.66,48.2,2023-02-06,2022-07-16,Email,Client Existant - Extension,
OPP00003185,3185,ACC000472,Commande 3185,Closed Won,99197.42,100.0,2023-01-29,2022-03-25,Recommandation,Nouveau Client,71
OPP00003186,3186,ACC000703,Commande 3186,Closed Won,63745.11,100.0,2022-09-02,2022-01-06,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003187,3187,ACC000135,Commande 3187,Proposition,56735.86,44.9,2025-03-13,2024-04-23,Recommandation,Nouveau Client,22
OPP00003188,3188,ACC000496,Commande 3188,Closed Won,91299.74,100.0,2023-03-02,2022-12-31,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003189,3189,ACC000199,Commande 3189,Negociation,74224.61,64.9,2022-12-27,2022-08-28,Salon du Livre,Nouveau Client,
OPP00003190,3190,ACC000438,Commande 3190,Closed Won,20000.25,100.0,2023-07-07,2023-01-12,Email,Client Existant - Extension,
OPP00003191,3191,ACC000814,Commande 3191,Closed Won,55899.41,100.0,2022-07-15,2022-04-22,Reseaux Sociaux,Nouveau Client,56
OPP00003192,3192,ACC000922,Commande 3192,Qualification,8702.81,49.5,2023-04-14,2023-02-05,Reseaux Sociaux,Client Existant - Renouvellement,4
OPP00003193,3193,ACC000583,Commande 3193,Closed Won,21881.98,100.0,2024-11-09,2024-08-01,Site Web,Client Existant - Extension,
OPP00003194,3194,ACC000215,Commande 3194,Analyse,76506.09,29.5,2024-10-02,2024-06-15,Email,Client Existant - Extension,
OPP00003195,3195,ACC000219,Commande 3195,Negociation,2024.41,39.7,2023-11-17,2023-09-09,Recommandation,Client Existant - Renouvellement,88
OPP00003196,3196,ACC000904,Commande 3196,Proposition,66001.66,21.5,2023-02-05,2022-07-06,Demarchage,Nouveau Client,
OPP00003197,3197,ACC000163,Commande 3197,Negociation,22021.54,72.4,2021-11-11,2021-10-05,Email,Client Existant - Extension,
OPP00003198,3198,ACC000293,Commande 3198,Qualification,44652.69,53.5,2024-06-12,2024-03-11,Email,Nouveau Client,35
OPP00003199,3199,ACC000007,Commande 3199,Qualification,59918.07,14.4,2021-09-13,2021-06-28,Partenaire,Nouveau Client,15
OPP00003200,3200,ACC000868,Commande 3200,Closed Won,85548.32,100.0,2024-12-16,2024-05-18,Salon du Livre,Nouveau Client,
OPP00003201,3201,ACC000489,Commande 3201,Closed Won,74287.35,100.0,2024-12-19,2024-03-01,Demarchage,Client Existant - Extension,21
OPP00003202,3202,ACC000202,Commande 3202,Qualification,28057.42,77.2,2025-04-11,2024-05-04,Email,Client Existant - Reduction,
OPP00003203,3203,ACC000929,Commande 3203,Closed Won,8297.08,100.0,2022-12-10,2022-02-20,Salon du Livre,Client Existant - Renouvellement,100
OPP00003204,3204,ACC000261,Commande 3204,Analyse,76831.97,35.5,2022-09-05,2022-01-12,Partenaire,Client Existant - Reduction,76
OPP00003205,3205,ACC000723,Commande 3205,Negociation,96515.97,22.3,2022-06-28,2021-09-03,Demarchage,Nouveau Client,
OPP00003206,3206,ACC000795,Commande 3206,Closed Won,43816.05,100.0,2025-01-19,2024-03-09,Reseaux Sociaux,Nouveau Client,60
OPP00003207,3207,ACC000729,Commande 3207,Qualification,39879.5,18.9,2022-07-15,2021-12-30,Salon du Livre,Client Existant - Renouvellement,
OPP00003208,3208,ACC000055,Commande 3208,Closed Won,77090.7,100.0,2024-07-31,2023-10-01,Partenaire,Nouveau Client,
OPP00003209,3209,ACC000782,Commande 3209,Proposition,54246.45,26.2,2022-10-12,2022-06-27,Demarchage,Client Existant - Renouvellement,96
OPP00003210,3210,ACC000931,Commande 3210,Closed Won,54828.88,100.0,2023-12-12,2022-12-22,Email,Client Existant - Renouvellement,
OPP00003211,3211,ACC000800,Commande 3211,Negociation,62151.18,33.9,2024-07-15,2023-10-12,Email,Client Existant - Reduction,
OPP00003212,3212,ACC000958,Commande 3212,Closed Won,37000.92,100.0,2022-12-02,2022-01-20,Email,Client Existant - Extension,74
OPP00003213,3213,ACC000429,Commande 3213,Closed Won,50314.37,100.0,2024-10-01,2024-01-17,Email,Client Existant - Reduction,41
OPP00003214,3214,ACC000691,Commande 3214,Closed Won,51146.85,100.0,2023-09-09,2023-03-14,Demarchage,Nouveau Client,2
OPP00003215,3215,ACC000353,Commande 3215,Analyse,3949.73,56.6,2022-04-17,2021-07-29,Reseaux Sociaux,Client Existant - Reduction,76
OPP00003216,3216,ACC000657,Commande 3216,Analyse,88388.79,56.1,2022-01-09,2021-11-04,Email,Nouveau Client,
OPP00003217,3217,ACC000008,Commande 3217,Proposition,24428.01,72.7,2024-11-04,2024-03-09,Partenaire,Client Existant - Extension,30
OPP00003218,3218,ACC000929,Commande 3218,Closed Won,46601.45,100.0,2022-04-26,2021-09-26,Recommandation,Nouveau Client,92
OPP00003219,3219,ACC000074,Commande 3219,Closed Won,40591.86,100.0,2022-02-01,2021-10-19,Reseaux Sociaux,Client Existant - Renouvellement,79
OPP00003220,3220,ACC000198,Commande 3220,Closed Won,54532.8,100.0,2024-01-25,2023-08-05,Demarchage,Nouveau Client,73
OPP00003221,3221,ACC000043,Commande 3221,Qualification,36153.71,22.6,2024-09-01,2024-03-05,Recommandation,Client Existant - Reduction,41
OPP00003222,3222,ACC000316,Commande 3222,Qualification,90409.1,79.4,2023-08-14,2022-10-17,Demarchage,Nouveau Client,9
OPP00003223,3223,ACC000458,Commande 3223,Qualification,60930.98,55.1,2022-12-06,2022-06-04,Email,Client Existant - Extension,5
OPP00003224,3224,ACC000455,Commande 3224,Negociation,39715.33,32.0,2024-01-07,2023-03-16,Site Web,Client Existant - Renouvellement,39
OPP00003225,3225,ACC000665,Commande 3225,Closed Won,70772.7,100.0,2023-04-24,2022-09-25,Reseaux Sociaux,Client Existant - Reduction,
OPP00003226,3226,ACC000983,Commande 3226,Analyse,11352.94,36.8,2022-06-29,2021-12-16,Salon du Livre,Client Existant - Extension,
OPP00003227,3227,ACC000540,Commande 3227,Qualification,42364.31,48.8,2022-05-26,2021-07-15,Email,Client Existant - Reduction,19
OPP00003228,3228,ACC000025,Commande 3228,Closed Won,89770.15,100.0,2025-04-03,2024-07-03,Partenaire,Client Existant - Renouvellement,83
OPP00003229,3229,ACC000554,Commande 3229,Qualification,86857.8,20.3,2023-09-08,2023-04-16,Demarchage,Nouveau Client,27
OPP00003230,3230,ACC000658,Commande 3230,Closed Won,56049.93,100.0,2022-12-29,2022-02-02,Reseaux Sociaux,Client Existant - Reduction,29
OPP00003231,3231,ACC000112,Commande 3231,Closed Won,88444.21,100.0,2022-09-03,2022-06-06,Demarchage,Client Existant - Renouvellement,20
OPP00003232,3232,ACC000096,Commande 3232,Closed Won,38250.43,100.0,2022-02-10,2021-07-07,Partenaire,Client Existant - Renouvellement,
OPP00003233,3233,ACC000655,Commande 3233,Closed Won,54410.89,100.0,2022-05-12,2022-02-04,Demarchage,Client Existant - Renouvellement,
OPP00003234,3234,ACC000581,Commande 3234,Closed Won,10620.36,100.0,2025-03-23,2024-06-13,Email,Client Existant - Renouvellement,90
OPP00003235,3235,ACC000929,Commande 3235,Analyse,46464.66,79.1,2023-09-03,2023-03-12,Reseaux Sociaux,Client Existant - Extension,15
OPP00003236,3236,ACC000129,Commande 3236,Closed Won,91274.47,100.0,2022-10-08,2022-01-01,Reseaux Sociaux,Client Existant - Reduction,
OPP00003237,3237,ACC000672,Commande 3237,Negociation,35782.58,45.5,2022-06-16,2021-12-31,Partenaire,Client Existant - Renouvellement,
OPP00003238,3238,ACC000212,Commande 3238,Analyse,14943.07,76.5,2023-02-19,2022-02-19,Reseaux Sociaux,Nouveau Client,
OPP00003239,3239,ACC000918,Commande 3239,Negociation,35550.71,40.4,2025-02-21,2024-05-23,Site Web,Client Existant - Renouvellement,6
OPP00003240,3240,ACC000887,Commande 3240,Closed Won,56777.73,100.0,2022-05-04,2021-08-16,Recommandation,Nouveau Client,65
OPP00003241,3241,ACC000201,Commande 3241,Negociation,36668.22,35.2,2023-11-25,2023-05-13,Email,Client Existant - Extension,
OPP00003242,3242,ACC000459,Commande 3242,Closed Won,79523.87,100.0,2022-03-01,2021-12-14,Site Web,Nouveau Client,
OPP00003243,3243,ACC000989,Commande 3243,Analyse,16914.18,14.1,2022-12-09,2022-03-04,Demarchage,Client Existant - Extension,52
OPP00003244,3244,ACC000600,Commande 3244,Qualification,73390.21,60.2,2023-07-13,2022-11-26,Demarchage,Client Existant - Reduction,14
OPP00003245,3245,ACC000014,Commande 3245,Qualification,93952.73,34.2,2022-07-15,2022-02-14,Salon du Livre,Nouveau Client,5
OPP00003246,3246,ACC000656,Commande 3246,Negociation,84381.42,26.8,2024-03-17,2023-10-09,Partenaire,Client Existant - Extension,
OPP00003247,3247,ACC000453,Commande 3247,Negociation,16122.81,38.5,2025-04-22,2024-07-16,Salon du Livre,Nouveau Client,65
OPP00003248,3248,ACC000619,Commande 3248,Analyse,48653.16,67.5,2023-12-16,2023-08-11,Salon du Livre,Nouveau Client,45
OPP00003249,3249,ACC000797,Commande 3249,Proposition,54623.28,11.9,2023-10-24,2022-12-03,Reseaux Sociaux,Client Existant - Renouvellement,39
OPP00003250,3250,ACC000457,Commande 3250,Proposition,37150.96,57.5,2023-04-30,2022-05-22,Recommandation,Nouveau Client,
